ano,name_artist,Gêneros,num
1997,Herman's Hermits,adult standards,1
1997,Gerry & The Pacemakers,adult standards,1
1997,Jim Reeves,adult standards,1
1997,Herman's Hermits,adult standards,1
1997,Bobby Darin,adult standards,1
1997,Gerry & The Pacemakers,adult standards,1
1997,Melissa Manchester,adult standards,1
1997,The Mills Brothers,adult standards,1
1997,Gerry & The Pacemakers,adult standards,1
1997,Eric Carmen,adult standards,1
1997,Boz Scaggs,adult standards,1
1997,Boz Scaggs,adult standards,1
1996,Lionel Richie,adult standards,1
1996,Rod Stewart,adult standards,1
1996,Rod Stewart,adult standards,1
1996,Neil Diamond,adult standards,1
1996,Lobo,adult standards,1
1996,Lobo,adult standards,1
1996,Rod Stewart,adult standards,1
1996,Paul Anka,adult standards,1
1996,Rod Stewart,adult standards,1
1996,Nancy Sinatra,adult standards,1
1996,Nancy Sinatra,adult standards,1
1996,Nancy Sinatra,adult standards,1
1996,Nancy Sinatra,adult standards,1
1996,Nancy Sinatra,adult standards,1
1996,Neil Diamond,adult standards,1
1996,Neil Diamond,adult standards,1
1996,The Chiffons,adult standards,1
1996,The Chiffons,adult standards,1
1996,Connie Francis,adult standards,1
1996,Petula Clark,adult standards,1
1996,Bobby Darin,adult standards,1
1996,Bobby Darin,adult standards,1
1996,Rod Stewart,adult standards,1
1996,Barbra Streisand,adult standards,1
1995,Rod Stewart,adult standards,1
1995,Commodores,adult standards,1
1995,Sheena Easton,adult standards,1
1995,Sheena Easton,adult standards,1
1995,Sheena Easton,adult standards,1
1995,Commodores,adult standards,1
1995,George Benson,adult standards,1
1995,Sheena Easton,adult standards,1
1995,George Benson,adult standards,1
1995,George Benson,adult standards,1
1995,Sheena Easton,adult standards,1
1995,Commodores,adult standards,1
1995,George Benson,adult standards,1
1995,Commodores,adult standards,1
1995,Jack Jones,adult standards,1
1995,Jack Jones,adult standards,1
1995,Tom Jones,adult standards,1
1995,Jack Jones,adult standards,1
1995,Andy Williams,adult standards,1
1995,Olivia Newton-John,adult standards,1
1995,Olivia Newton-John,adult standards,1
1994,Barry White,adult standards,1
1994,"Harry Connick, Jr.",adult standards,1
1994,Anne Murray,adult standards,1
1994,Anne Murray,adult standards,1
1994,Anne Murray,adult standards,1
1994,Anne Murray,adult standards,1
1994,Anne Murray,adult standards,1
1994,Anne Murray,adult standards,1
1994,Engelbert Humperdinck,adult standards,1
1994,Barry White,adult standards,1
1994,Wayne Newton,adult standards,1
1994,Wayne Newton,adult standards,1
1994,Wayne Newton,adult standards,1
1994,Jim Reeves,adult standards,1
1994,Etta James,adult standards,1
1994,Wayne Newton,adult standards,1
1994,Wayne Newton,adult standards,1
1993,Kenny Rogers,adult standards,1
1993,Kenny Rogers,adult standards,1
1993,Lobo,adult standards,1
1993,Lobo,adult standards,1
1993,Lobo,adult standards,1
1993,Lobo,adult standards,1
1993,Lobo,adult standards,1
1993,Lobo,adult standards,1
1993,Lobo,adult standards,1
1993,Lobo,adult standards,1
1993,Lobo,adult standards,1
1993,The Lettermen,adult standards,1
1993,Shirley Horn,adult standards,1
1993,Brian Hyland,adult standards,1
1993,Roger Williams,adult standards,1
1993,Brian Hyland,adult standards,1
1993,Brian Hyland,adult standards,1
1993,The Lettermen,adult standards,1
1993,Brian Hyland,adult standards,1
1993,Roger Williams,adult standards,1
1993,The Lettermen,adult standards,1
1993,The Lettermen,adult standards,1
1993,The Lettermen,adult standards,1
1993,Michael Bolton,adult standards,1
1993,Michael Bolton,adult standards,1
1993,Chubby Checker,adult standards,1
1993,Chubby Checker,adult standards,1
1993,Duane Eddy,adult standards,1
1992,Peter Cetera,adult standards,1
1992,Michael Bolton,adult standards,1
1992,Peter Cetera,adult standards,1
1992,Lionel Richie,adult standards,1
1992,Lionel Richie,adult standards,1
1992,Don McLean,adult standards,1
1992,Don McLean,adult standards,1
1992,Don McLean,adult standards,1
1992,Neil Diamond,adult standards,1
1992,The Lettermen,adult standards,1
1992,Lou Rawls,adult standards,1
1992,Vikki Carr,adult standards,1
1992,Roger Williams,adult standards,1
1992,Vikki Carr,adult standards,1
1992,Vikki Carr,adult standards,1
1992,Al Martino,adult standards,1
1992,Roger Williams,adult standards,1
1992,Lou Rawls,adult standards,1
1992,The Lettermen,adult standards,1
1992,Nat King Cole,adult standards,1
1992,Al Martino,adult standards,1
1992,Barry Manilow,adult standards,1
1992,Al Martino,adult standards,1
1992,Al Martino,adult standards,1
1992,Dionne Warwick,adult standards,1
1991,Michael Bolton,adult standards,1
1991,Michael Bolton,adult standards,1
1991,Michael Bolton,adult standards,1
1991,Natalie Cole,adult standards,1
1991,Natalie Cole,adult standards,1
1991,Natalie Cole,adult standards,1
1991,Natalie Cole,adult standards,1
1991,Andy Gibb,adult standards,1
1991,Andy Gibb,adult standards,1
1991,Brenda Lee,adult standards,1
1991,Bobby Vinton,adult standards,1
1991,Brenda Lee,adult standards,1
1991,Bobby Vinton,adult standards,1
1991,Bobby Vinton,adult standards,1
1991,Sonny & Cher,adult standards,1
1991,Bobby Vinton,adult standards,1
1991,Brenda Lee,adult standards,1
1991,The Righteous Brothers,adult standards,1
1991,Sonny & Cher,adult standards,1
1991,Sonny & Cher,adult standards,1
1991,Brenda Lee,adult standards,1
1991,Brenda Lee,adult standards,1
1991,Ricky Nelson,adult standards,1
1991,The Righteous Brothers,adult standards,1
1991,Ricky Nelson,adult standards,1
1991,Dan Fogelberg,adult standards,1
1991,Bette Midler,adult standards,1
1991,Rod Stewart,adult standards,1
1990,Frankie Valli & The Four Seasons,adult standards,1
1990,Wayne Newton,adult standards,1
1990,Sonny & Cher,adult standards,1
1990,Gary Lewis & The Playboys,adult standards,1
1990,Gary Lewis & The Playboys,adult standards,1
1990,Bette Midler,adult standards,1
1990,Bette Midler,adult standards,1
1990,The Righteous Brothers,adult standards,1
1990,The Righteous Brothers,adult standards,1
1990,The Righteous Brothers,adult standards,1
1990,The Righteous Brothers,adult standards,1
1990,The Righteous Brothers,adult standards,1
1990,The Righteous Brothers,adult standards,1
1989,Michael Bolton,adult standards,1
1989,Michael Bolton,adult standards,1
1989,Michael Bolton,adult standards,1
1989,Michael Bolton,adult standards,1
1989,Paul Carrack,adult standards,1
1989,Michael Bolton,adult standards,1
1989,Dionne Warwick,adult standards,1
1989,The Seekers,adult standards,1
1989,The Seekers,adult standards,1
1989,Roy Orbison,adult standards,1
1989,Wayne Newton,adult standards,1
1989,The Seekers,adult standards,1
1989,Brook Benton,adult standards,1
1989,The Seekers,adult standards,1
1989,Brook Benton,adult standards,1
1989,Brook Benton,adult standards,1
1989,Brook Benton,adult standards,1
1989,Brook Benton,adult standards,1
1989,Bobby Darin,adult standards,1
1989,James Ingram,adult standards,1
1989,Rod Stewart,adult standards,1
1989,Dion,adult standards,1
1989,Natalie Cole,adult standards,1
1989,Roy Orbison,adult standards,1
1989,Rod Stewart,adult standards,1
1989,Rod Stewart,adult standards,1
1989,Rod Stewart,adult standards,1
1989,Rod Stewart,adult standards,1
1989,Dionne Warwick,adult standards,1
1989,Dionne Warwick,adult standards,1
1989,Dionne Warwick,adult standards,1
1989,Dionne Warwick,adult standards,1
1989,Dionne Warwick,adult standards,1
1989,Dionne Warwick,adult standards,1
1989,Dionne Warwick,adult standards,1
1989,Herman's Hermits,adult standards,1
1989,Dionne Warwick,adult standards,1
1989,Dionne Warwick,adult standards,1
1989,Dionne Warwick,adult standards,1
1989,Rod Stewart,adult standards,1
1989,Linda Ronstadt,adult standards,1
1988,Chicago,adult standards,1
1988,Chicago,adult standards,1
1988,Sheena Easton,adult standards,1
1988,Peter Cetera,adult standards,1
1988,Peter Cetera,adult standards,1
1988,Chicago,adult standards,1
1988,Boz Scaggs,adult standards,1
1988,Cliff Richard,adult standards,1
1988,Cliff Richard,adult standards,1
1988,Don McLean,adult standards,1
1988,Cliff Richard,adult standards,1
1988,Don McLean,adult standards,1
1988,Peggy Lee,adult standards,1
1988,Dusty Springfield,adult standards,1
1988,Dusty Springfield,adult standards,1
1988,Shirley Bassey,adult standards,1
1988,Connie Francis,adult standards,1
1988,Connie Francis,adult standards,1
1988,Connie Francis,adult standards,1
1988,Bobby Vee,adult standards,1
1988,Tom Jones,adult standards,1
1988,Rod Stewart,adult standards,1
1988,Art Garfunkel,adult standards,1
1988,Art Garfunkel,adult standards,1
1987,Paul Carrack,adult standards,1
1987,Michael Bolton,adult standards,1
1987,Paul Carrack,adult standards,1
1987,Paul Carrack,adult standards,1
1987,Michael Bolton,adult standards,1
1987,Paul Carrack,adult standards,1
1987,Carly Simon,adult standards,1
1987,Carly Simon,adult standards,1
1987,Carly Simon,adult standards,1
1987,Linda Ronstadt,adult standards,1
1987,Helen Reddy,adult standards,1
1987,Natalie Cole,adult standards,1
1987,Helen Reddy,adult standards,1
1987,Glen Campbell,adult standards,1
1987,Helen Reddy,adult standards,1
1987,Helen Reddy,adult standards,1
1987,Helen Reddy,adult standards,1
1987,Helen Reddy,adult standards,1
1987,Glen Campbell,adult standards,1
1987,Robert Goulet,adult standards,1
1987,The Lettermen,adult standards,1
1987,Michael Bolton,adult standards,1
1987,Perry Como,adult standards,1
1987,Perry Como,adult standards,1
1986,Commodores,adult standards,1
1986,Chicago,adult standards,1
1986,Lionel Richie,adult standards,1
1986,Lionel Richie,adult standards,1
1986,Peter Cetera,adult standards,1
1986,Lionel Richie,adult standards,1
1986,Rod Stewart,adult standards,1
1986,Lionel Richie,adult standards,1
1986,Rod Stewart,adult standards,1
1986,Rod Stewart,adult standards,1
1986,Lionel Richie,adult standards,1
1985,Barry Manilow,adult standards,1
1985,Diana Ross,adult standards,1
1985,Carly Simon,adult standards,1
1985,Commodores,adult standards,1
1985,Commodores,adult standards,1
1985,Dan Fogelberg,adult standards,1
1985,Commodores,adult standards,1
1985,Commodores,adult standards,1
1985,Patti Austin,adult standards,1
1985,Dionne Warwick,adult standards,1
1985,Sheena Easton,adult standards,1
1985,Sheena Easton,adult standards,1
1985,Christopher Cross,adult standards,1
1985,Peabo Bryson,adult standards,1
1985,Melissa Manchester,adult standards,1
1984,Diana Ross,adult standards,1
1984,Barbra Streisand,adult standards,1
1984,Melissa Manchester,adult standards,1
1984,Barbra Streisand,adult standards,1
1984,Diana Ross,adult standards,1
1984,Neil Diamond,adult standards,1
1984,Johnny Mathis,adult standards,1
1984,Dan Fogelberg,adult standards,1
1984,Kenny Rogers,adult standards,1
1984,Rod Stewart,adult standards,1
1984,Al Jarreau,adult standards,1
1984,Rod Stewart,adult standards,1
1984,Cliff Richard & The Shadows,adult standards,1
1984,Rod Stewart,adult standards,1
1984,Patti Austin,adult standards,1
1983,Lionel Richie,adult standards,1
1983,Lionel Richie,adult standards,1
1983,Lionel Richie,adult standards,1
1983,Kenny Rogers,adult standards,1
1983,Sheena Easton,adult standards,1
1983,Bette Midler,adult standards,1
1983,Barbra Streisand,adult standards,1
1983,George Benson,adult standards,1
1983,Kenny Rogers,adult standards,1
1983,Kenny Rogers,adult standards,1
1983,James Ingram,adult standards,1
1983,Linda Ronstadt,adult standards,1
1983,Christopher Cross,adult standards,1
1983,Lionel Richie,adult standards,1
1983,Al Jarreau,adult standards,1
1983,Carly Simon,adult standards,1
1983,Al Jarreau,adult standards,1
1983,Christopher Cross,adult standards,1
1983,Al Jarreau,adult standards,1
1983,Michael Bolton,adult standards,1
1983,Christopher Cross,adult standards,1
1982,Neil Diamond,adult standards,1
1982,Diana Ross,adult standards,1
1982,Neil Diamond,adult standards,1
1982,Diana Ross,adult standards,1
1982,Kenny Rogers,adult standards,1
1982,Kenny Rogers,adult standards,1
1982,Air Supply,adult standards,1
1982,Carly Simon,adult standards,1
1982,Chicago,adult standards,1
1982,Lionel Richie,adult standards,1
1982,Linda Ronstadt,adult standards,1
1982,Lionel Richie,adult standards,1
1982,Dionne Warwick,adult standards,1
1982,Linda Ronstadt,adult standards,1
1982,Barry Manilow,adult standards,1
1982,Lionel Richie,adult standards,1
1982,Linda Ronstadt,adult standards,1
1982,Paul Carrack,adult standards,1
1982,Melissa Manchester,adult standards,1
1982,Roberta Flack,adult standards,1
1982,Ambrosia,adult standards,1
1982,Carole King,adult standards,1
1981,Patti Austin,adult standards,1
1981,Neil Diamond,adult standards,1
1981,Olivia Newton-John,adult standards,1
1981,Diana Ross,adult standards,1
1981,Carpenters,adult standards,1
1981,Olivia Newton-John,adult standards,1
1981,Diana Ross,adult standards,1
1981,Olivia Newton-John,adult standards,1
1981,Commodores,adult standards,1
1981,Diana Ross,adult standards,1
1981,Neil Diamond,adult standards,1
1981,Commodores,adult standards,1
1981,Carpenters,adult standards,1
1981,Kenny Rogers,adult standards,1
1981,Commodores,adult standards,1
1981,Carpenters,adult standards,1
1981,Kenny Rogers,adult standards,1
1981,Diana Ross,adult standards,1
1981,Diana Ross,adult standards,1
1981,Glen Campbell,adult standards,1
1981,Kenny Rogers,adult standards,1
1981,James Ingram,adult standards,1
1981,Rod Stewart,adult standards,1
1981,Sheena Easton,adult standards,1
1981,Barbra Streisand,adult standards,1
1981,Al Jarreau,adult standards,1
1981,Air Supply,adult standards,1
1981,Christopher Cross,adult standards,1
1981,Al Jarreau,adult standards,1
1981,Sheena Easton,adult standards,1
1981,Dan Fogelberg,adult standards,1
1981,Air Supply,adult standards,1
1981,George Benson,adult standards,1
1981,George Benson,adult standards,1
1981,Rod Stewart,adult standards,1
1981,Art Garfunkel,adult standards,1
1980,Barbra Streisand,adult standards,1
1980,Barbra Streisand,adult standards,1
1980,Diana Ross,adult standards,1
1980,Diana Ross,adult standards,1
1980,Commodores,adult standards,1
1980,Natalie Cole,adult standards,1
1980,Ambrosia,adult standards,1
1980,Commodores,adult standards,1
1980,Ambrosia,adult standards,1
1980,Kenny Rogers,adult standards,1
1980,Eric Carmen,adult standards,1
1980,Rod Stewart,adult standards,1
1980,Air Supply,adult standards,1
1980,Barry Manilow,adult standards,1
1980,Dionne Warwick,adult standards,1
1980,Carly Simon,adult standards,1
1980,Carole King,adult standards,1
1980,Anne Murray,adult standards,1
1980,Linda Ronstadt,adult standards,1
1980,Anne Murray,adult standards,1
1980,Linda Ronstadt,adult standards,1
1980,Trini Lopez,adult standards,1
1979,Rita Coolidge,adult standards,1
1979,Captain & Tennille,adult standards,1
1979,Neil Diamond,adult standards,1
1979,Dionne Warwick,adult standards,1
1979,Captain & Tennille,adult standards,1
1979,Captain & Tennille,adult standards,1
1979,Neil Diamond,adult standards,1
1979,Kenny Rogers,adult standards,1
1979,Barbra Streisand,adult standards,1
1979,Dionne Warwick,adult standards,1
1979,Rita Coolidge,adult standards,1
1979,Kenny Rogers,adult standards,1
1979,Dionne Warwick,adult standards,1
1979,Diana Ross,adult standards,1
1979,Rita Coolidge,adult standards,1
1979,Art Garfunkel,adult standards,1
1979,Dan Fogelberg,adult standards,1
1979,Dan Fogelberg,adult standards,1
1979,Dan Fogelberg,adult standards,1
1979,Christopher Cross,adult standards,1
1979,Dan Fogelberg,adult standards,1
1979,Christopher Cross,adult standards,1
1979,Christopher Cross,adult standards,1
1979,Bette Midler,adult standards,1
1979,Christopher Cross,adult standards,1
1979,Dan Fogelberg,adult standards,1
1979,Lou Rawls,adult standards,1
1979,Dan Fogelberg,adult standards,1
1979,Bette Midler,adult standards,1
1979,Barry Manilow,adult standards,1
1979,Carly Simon,adult standards,1
1979,Anne Murray,adult standards,1
1978,Kenny Rogers,adult standards,1
1978,Neil Diamond,adult standards,1
1978,Rod Stewart,adult standards,1
1978,Neil Diamond,adult standards,1
1978,Kenny Rogers,adult standards,1
1978,Eric Carmen,adult standards,1
